GeneID	GSM8279311	GSM8279313	GSM8279314	GSM8279315	GSM8279316
693159	1	1	0	0	0
80008	80	52	68	74	65
51088	8947	7846	5337	5956	6361
105374418	5	4	2	2	2
57728	1820	1552	1174	1329	1348
5981	2257	1939	1681	1920	1925
152831	5	0	2	0	1
100847065	0	0	0	0	0
6133	16299	12675	10864	12055	12308
11019	449	372	307	329	365
401127	6	8	4	8	4
7358	2109	1655	2011	2058	1996
100885776	313	223	285	296	294
201895	3768	3151	2102	2488	2552
105374419	15	18	13	17	12
3093	2403	2052	1726	1937	2035
23244	4811	4191	3236	3673	3573
344967	16	11	9	6	10
55728	337	295	283	320	330
399	1	0	0	0	0
101060498	0	2	1	2	1
55584	502	486	269	287	302
54502	802	756	615	690	709
100616274	0	0	0	0	0
107986225	0	0	0	0	1
79730	468	423	362	441	408
323	1469	1355	1194	1404	1334
107986273	0	1	0	0	3
101410542	38	41	30	31	37
7345	37629	30527	27886	30627	31255
22998	134	109	64	85	103
105374423	0	0	0	1	0
105374421	0	1	1	0	0
8929	0	0	0	0	0
105374425	0	0	0	0	0
101927074	0	0	0	0	0
105374426	5	4	6	2	5
55161	2441	2111	1974	2166	2196
285429	2	5	4	7	7
10463	3830	3477	2599	2835	2944
389206	0	0	0	1	0
105374428	0	0	0	0	0
152573	2	0	0	1	1
10396	215	194	120	133	166
105374430	0	0	0	0	0
389207	0	0	0	0	0
105374432	0	0	0	0	0
105374434	0	0	0	1	0
105374433	0	0	3	0	1
105374436	0	0	0	0	0
105374438	0	0	0	0	0
100506827	1	1	2	0	0
386617	11	9	7	16	12
107986275	0	1	0	0	0
285525	4	1	4	1	4
60558	2343	2000	1772	2095	2077
132789	930	776	635	734	694
105374439	5	5	2	1	3
112268465	1	0	0	1	1
105374440	0	0	0	0	0
105374441	0	1	0	0	0
2565	32	19	12	28	21
2555	222	199	182	200	216
170712	0	0	0	0	0
2557	3	1	0	0	0
2560	6	10	3	4	7
105374442	0	0	0	0	0
107986276	0	0	0	0	0
54951	1100	832	574	654	752
107986277	1	1	2	0	1
57205	1736	1476	1183	1324	1407
10699	13	10	8	8	9
105374444	3	1	1	2	2
105374443	1	2	0	1	3
102467004	0	0	0	0	0
101927179	52	39	33	45	40
152518	525	421	341	414	414
101927157	9	9	4	10	6
1259	1	5	0	3	3
152519	5	9	11	9	16
7294	0	0	0	0	0
7006	0	0	0	2	1
105374445	0	0	0	0	0
57606	2442	2023	1739	1783	1864
201780	0	0	1	0	0
326340	135	103	74	89	105
285527	1374	1251	1016	1114	1166
54940	3266	2618	2213	2538	2564
100861517	16	14	8	8	10
132299	3871	3141	3316	3551	3491
80157	0	0	0	0	0
101927209	27	24	16	17	26
23142	1365	1186	994	1066	1029
339977	4	5	3	6	6
6443	2463	2088	1527	1681	1779
105377652	0	1	0	0	0
132671	849	739	470	494	534
107986279	0	0	1	0	0
112268466	0	1	0	0	0
64854	2245	1938	1548	1788	1838
643783	143	110	82	80	87
57291	2864	2291	2024	2128	2135
100616436	2	1	3	0	4
677810	7	11	6	3	5
100288413	2	0	1	0	0
107986281	0	0	0	0	0
152578	0	0	0	0	0
65997	4	4	3	4	3
152579	256	210	170	210	211
101928658	1	1	0	0	0
105377654	1	2	1	2	1
81608	1461	1278	1007	1163	1193
84708	563	434	429	434	466
100873939	0	1	0	0	0
101928879	2	3	3	1	1
100873955	0	0	0	0	0
100506444	0	0	0	0	0
402176	1	2	0	0	6
26511	396	367	309	361	364
170825	0	0	0	0	1
5156	22	9	22	24	21
105377656	0	0	0	0	0
339978	0	0	0	0	0
3815	0	1	2	1	0
105377657	0	0	0	0	0
107986226	0	0	0	0	0
3791	74	75	84	95	88
79644	2230	1797	1695	1848	1957
100506462	3	4	3	2	3
105377659	24	10	14	14	24
55858	3390	2926	1964	2220	2292
9575	2189	1949	1750	2004	1959
132954	1	0	0	0	0
10874	28	20	16	16	12
105377660	0	0	2	1	0
644145	1	0	1	0	0
105377661	0	0	0	0	0
55763	2848	2384	1922	2063	2170
105377663	10	10	11	7	7
9662	168	171	130	175	157
57482	634	571	546	597	559
101928760	0	0	0	0	0
105377664	0	0	0	0	0
132949	343	311	257	266	276
5471	1167	1013	868	1033	1079
100506514	3	4	1	0	4
10606	8324	7026	5540	6217	6282
6731	7101	6078	4919	5637	5585
132946	3	2	0	3	1
105377665	3	5	0	0	2
100506564	10	11	7	10	12
84525	41	24	19	16	21
105377666	1	0	0	0	0
105377667	0	0	0	0	0
105377668	0	0	0	0	0
6691	0	0	0	0	1
5978	1045	922	724	803	881
84273	878	679	584	594	625
5431	4596	3975	3172	3608	3707
3490	1255	1054	741	774	846
255130	193	180	127	143	148
107986283	0	0	0	0	0
101928851	1	0	0	0	0
105377670	0	0	0	0	0
105377671	0	0	0	0	0
107986228	0	0	0	0	0
105377672	2	3	3	4	7
105377246	0	0	0	0	0
105377247	0	1	0	0	0
105377245	0	0	0	0	0
105377248	0	1	0	0	0
100616450	0	0	0	0	0
105377249	0	0	0	0	0
23284	4	1	2	2	5
101927186	0	0	0	0	1
101927145	0	0	0	0	0
105377253	0	3	1	1	1
105377254	0	0	0	0	0
253017	0	0	0	0	0
107986284	146	108	123	153	127
105377255	0	2	0	0	0
401134	16	13	14	11	15
105377256	0	0	0	0	0
2044	343	321	330	346	326
100144602	59	54	45	61	49
105377258	0	0	0	0	0
105377259	0	0	0	0	0
105377260	0	0	0	0	0
105377261	0	0	0	0	0
100302177	0	0	0	0	0
105377262	0	0	0	0	0
101927237	1	0	0	1	0
1060	223	204	147	136	152
26228	1	0	0	0	0
55236	2836	2589	1994	2297	2366
550112	512	447	395	459	433
2798	9	7	7	5	13
102724780	1	1	3	0	2
9407	1	4	0	1	2
339967	0	0	0	2	0
644759	1	0	0	0	1
389208	17	14	14	16	13
550113	1	1	1	1	1
401135	1	0	1	0	1
100130017	0	0	0	0	0
401136	0	0	0	0	0
132724	0	1	0	1	1
91746	1678	1553	1320	1412	1441
28983	7	1	3	1	4
7367	0	0	0	0	0
7366	0	1	0	0	0
7365	0	0	0	1	0
79799	3	3	2	1	3
105377265	0	0	0	0	1
7364	9	7	5	12	6
105377267	0	0	0	0	0
10720	1	0	2	0	1
54490	1	0	0	0	1
7363	65	55	50	58	56
10941	0	0	0	0	0
574537	0	0	0	0	0
27284	1	0	0	1	1
6783	0	0	0	0	1
1446	2	0	0	0	0
1447	0	0	0	0	0
105377269	0	0	0	0	0
6779	0	0	0	0	0
3347	0	0	0	0	0
3346	0	0	0	0	0
286828	0	0	0	0	0
100337616	0	0	0	0	0
401137	0	0	0	0	0
105377270	0	0	0	0	0
54959	0	0	0	0	0
260436	76	90	34	46	28
1448	0	0	0	0	0
85438	1	0	0	0	1
26952	0	0	0	0	0
10879	0	0	0	0	0
58503	0	0	0	0	0
4589	2	9	2	3	5
401138	1	4	4	8	5
258	4	0	0	2	1
10117	6	1	1	2	1
3512	1	1	2	1	1
101927297	0	0	0	0	0
57050	1060	910	848	967	926
22902	2926	2642	2076	2508	2517
2926	2681	2127	1918	2170	2164
92597	999	842	716	786	874
1633	707	580	336	395	399
8671	46	34	28	27	37
107986285	1	0	0	0	0
105377271	0	0	0	0	0
2638	0	1	0	0	0
10886	0	0	0	0	0
9508	80	55	41	47	53
105377273	0	0	0	0	0
107986286	0	0	0	0	0
285521	589	455	378	449	410
112268467	1	3	2	4	3
26057	2648	2328	1844	2086	1990
102724832	27	24	16	24	19
213	18	17	9	12	12
174	62	31	54	51	53
173	0	0	0	0	1
728040	0	0	0	0	0
107986287	0	0	0	0	0
166824	4	8	7	5	10
105377272	1	1	1	1	0
3576	17797	16355	16979	19788	20896
6372	0	0	0	0	0
5197	0	0	0	0	0
2919	167	142	122	133	133
5196	0	0	0	0	0
5473	0	0	0	0	0
6374	195	177	210	219	251
2921	1220	1139	921	992	1118
105377275	73	53	58	52	48
10895	0	0	0	0	0
2920	5931	5847	5257	5595	6101
105377277	0	0	0	0	0
441024	1123	966	974	1096	1057
105377276	19	16	15	22	26
255324	6	5	10	6	10
2069	7610	6618	8259	9257	8373
374	1	1	0	0	1
107986229	0	2	6	5	4
685	411	308	283	360	362
105377278	0	1	0	0	0
105377282	1	0	1	0	2
105377280	1	0	0	0	1
25849	862	712	833	980	839
100507388	0	2	0	0	0
107986289	0	0	0	2	1
105377283	0	0	0	0	0
100506253	3	0	1	1	1
441025	0	0	0	0	0
107986230	0	0	0	0	0
25898	688	582	471	543	520
152815	993	784	630	684	695
152816	3	1	1	0	1
8999	418	354	212	285	272
9908	7001	6138	5057	5912	5883
8615	6581	5697	4728	5461	5418
105377284	1	0	0	0	1
5470	4	0	0	0	0
105377285	0	0	0	0	0
27163	190	143	120	119	144
55153	2277	1958	1590	1799	1913
101928809	0	0	0	1	0
4283	0	0	0	0	0
419	4	0	0	2	1
3627	0	1	0	0	0
6373	3	0	3	0	0
53371	928	764	637	699	699
950	11071	10139	6152	7088	7368
100129583	63	62	35	40	44
105377286	15	15	6	4	4
100631383	573	510	371	451	446
8987	682	637	449	542	524
339965	6	4	3	6	4
57619	42	29	12	13	17
100616299	0	0	0	0	0
100616254	0	0	0	0	0
105377290	1	2	1	1	0
105377289	0	0	0	0	0
345079	0	0	1	2	0
107986291	5	4	8	3	3
105377294	10	20	17	15	12
55752	7540	6450	5159	6020	5945
105377291	52	46	35	46	38
107986290	4	10	7	5	7
10983	12545	10490	8986	10059	9932
101928864	65	53	47	49	55
901	1030	863	641	769	870
107986292	0	0	0	0	0
105377295	0	0	0	0	0
10563	0	0	0	0	0
105377296	0	0	0	0	0
105377297	0	0	0	0	1
246175	1419	1227	1055	1184	1306
65008	386	315	238	303	313
102724916	28	24	13	22	23
80144	60	57	85	65	70
107986293	0	0	1	2	2
109623453	0	0	0	0	0
306	1	1	1	0	1
100505702	259	195	142	163	158
101928893	1	0	1	1	0
55589	1196	985	881	902	939
105377299	0	0	0	1	0
152559	3878	3238	2972	3211	3098
100505875	15	17	9	10	9
84779	1	1	0	2	0
105377300	1	0	0	0	0
2712	0	0	0	0	0
100506035	0	0	0	0	0
107986294	0	0	0	0	0
105377301	0	0	1	1	1
105377302	0	1	2	1	0
118425	0	0	0	0	0
118429	2174	1894	1505	1565	1684
105377303	34	23	15	15	23
56978	446	375	317	331	343
2250	23	24	20	19	25
255119	2	0	2	1	3
105377305	0	0	0	0	0
651	1	1	0	0	0
5593	0	0	0	0	0
101928942	0	0	0	0	0
153020	41	28	27	33	38
105377306	0	0	0	0	0
107986215	0	0	0	0	0
105377308	2	2	4	1	5
105377307	1	0	1	0	1
3184	5932	5072	4179	4691	4867
101928963	12	22	8	11	15
9987	6208	5517	4035	4550	4593
58478	1645	1373	1016	1158	1176
105377310	3	2	1	0	2
441027	27	20	18	18	19
439934	0	0	0	0	0
79966	483	369	339	411	364
693160	0	0	0	0	0
22872	7008	6190	4639	5126	5385
100499177	818	681	660	697	717
106633808	4	10	3	5	7
106633809	2	4	2	1	5
79725	113	106	91	98	108
132660	570	521	334	385	395
51138	1118	907	711	885	831
51316	91	63	61	51	62
27235	557	475	371	407	359
10855	439	380	374	392	418
105377313	0	0	0	0	0
113510	388	359	319	324	350
51023	702	581	530	588	588
84142	1132	965	700	869	823
84803	1680	1381	1384	1483	1396
105377315	0	0	0	0	0
101928978	0	1	1	0	0
4825	62	47	41	43	60
102723338	0	1	0	1	0
1040	271	195	126	159	131
23001	2874	2633	2409	2595	2599
404201	449	314	273	337	276
83478	736	606	358	385	414
105377319	9	7	4	4	3
100616349	1	0	0	0	0
5602	238	220	141	141	145
101929064	1	0	0	0	1
100616463	0	0	0	0	0
5783	1828	1687	1151	1275	1416
107986189	0	0	0	0	0
345274	0	1	1	1	1
132989	12	5	15	13	14
100506746	108	65	73	82	79
4299	1574	1403	1175	1290	1256
105377320	0	0	0	0	1
57563	728	625	678	731	736
100847027	0	0	0	0	0
345275	3	4	0	2	1
51170	865	798	645	718	727
53343	1715	1359	1203	1324	1331
105377321	0	0	0	0	2
8404	6	8	1	6	4
1834	0	0	0	0	0
1758	0	0	0	0	0
105377323	0	0	0	2	0
105377324	0	1	1	1	0
3381	0	0	0	0	0
56955	1	1	1	0	1
6696	14734	11790	11898	13065	12768
5311	2400	2017	1342	1483	1615
9429	142	125	115	140	148
152926	591	531	376	425	474
105369192	1	0	1	3	0
105377326	0	0	0	0	0
55008	358	288	220	232	275
102723458	133	127	100	131	114
51191	916	762	665	747	697
84992	1318	1025	914	951	996
100996939	1318	1025	914	951	996
101929134	5	3	4	1	4
8916	974	818	608	701	728
266812	219	181	172	180	152
285512	85	74	49	52	50
10144	680	647	430	493	515
105377327	1	0	0	0	2
166815	765	644	527	589	555
285513	152	174	44	45	76
105377328	0	1	1	0	1
105377329	0	2	1	2	2
6622	943	836	555	701	685
644248	5	3	1	3	2
22915	0	0	0	0	0
105377331	0	0	0	0	0
401145	1	1	3	0	1
112268468	0	0	0	0	0
101929194	0	0	0	0	0
2895	82	81	40	54	73
107986295	0	0	0	0	0
474	0	1	0	0	0
101929210	0	0	0	0	0
56916	1840	1559	1140	1266	1330
27306	0	0	0	0	0
10611	3812	3318	2334	2546	2670
100507012	0	0	1	0	0
658	115	89	76	91	102
8633	11	12	5	6	8
105377335	4	5	2	2	4
105377337	0	0	0	0	0
5161	0	0	0	0	0
105377338	0	0	0	0	0
285555	5	11	7	6	9
101410545	1	1	0	0	1
105377340	0	0	0	0	0
5910	2058	1742	1330	1409	1390
10098	1058	905	682	859	856
112267901	18	18	11	11	14
105377342	12	10	5	9	10
105377343	1	0	1	0	0
1977	1216	1009	793	902	951
23173	2101	1707	1360	1409	1537
100500867	0	0	0	0	0
128	7509	6160	4500	5104	5266
100507053	69	48	29	31	43
127	0	1	0	0	3
359806	0	0	0	0	0
130	11	13	6	10	10
124	1	1	1	1	1
125	0	0	0	0	0
126	4	2	2	2	1
102723576	10	12	4	9	11
131	62	62	59	81	71
84103	37	31	27	25	27
93587	283	252	169	219	215
4547	21	13	10	15	21
285556	4	4	3	3	5
27071	2	5	2	7	4
8649	1675	1409	1109	1270	1206
79982	2132	1773	1429	1693	1632
3015	4761	3790	3153	3409	3464
256880	10	8	5	5	7
107986232	1	2	3	1	0
115265	144	136	65	95	73
101929353	1	0	0	0	0
107399301	0	0	0	0	0
51705	0	1	4	4	0
105377345	0	0	0	0	0
100874275	0	0	0	0	0
107986233	0	0	0	0	0
5530	1682	1439	1143	1357	1377
102465868	0	0	0	0	0
100302193	0	0	0	0	0
90024	162	117	109	78	91
107986297	0	1	0	0	0
55024	18	17	13	16	12
64116	1562	1459	906	1018	1109
105377621	94	48	63	53	68
4790	1652	1438	1122	1319	1425
105377347	4	6	2	3	3
4126	1605	1341	1022	1125	1133
102723704	733	571	467	526	543
7323	10540	8663	7187	8081	8124
105377348	30	31	32	42	37
493856	1944	1488	1384	1637	1548
150159	449	360	320	376	352
133308	531	476	409	444	440
56898	552	547	336	344	376
1062	98	113	74	58	96
101929448	0	0	0	0	0
6870	0	0	0	0	0
105377349	0	0	0	0	0
105377350	0	0	0	0	0
80319	11	11	4	2	8
101929468	0	0	0	1	1
105377351	0	0	0	0	0
54790	800	706	510	602	597
104384744	2	0	4	2	2
27068	1827	1469	1209	1329	1265
105377352	0	0	0	0	0
54848	10	3	4	3	7
100874374	0	0	0	0	0
57117	824	642	508	581	607
79807	263	192	182	195	183
107986190	0	0	0	0	0
101929529	0	0	0	0	0
255743	0	2	2	0	0
101929577	2	3	0	2	1
93627	1174	1096	825	908	927
9255	2023	1709	1458	1643	1689
100507096	0	0	0	0	0
105377355	0	0	0	0	0
105377356	0	0	0	0	0
27123	3	2	5	0	3
102725220	0	0	0	0	0
105377358	1	0	1	0	1
105377357	0	0	0	0	0
9061	2008	1701	1162	1286	1450
166929	976	848	580	597	702
101929595	32	35	28	28	23
107986298	56	46	37	38	44
113612	996	841	734	764	818
107986299	1	4	1	5	2
3033	1816	1440	1059	1173	1237
51176	409	376	325	372	336
641518	39	45	21	40	33
107986300	0	0	0	0	0
285456	9	7	5	6	3
101929621	0	0	0	0	0
6164	8704	7053	5835	6338	6613
58505	3567	3039	2382	2565	2743
105377359	9	19	4	14	15
107986234	0	0	0	0	0
64850	0	0	1	0	1
84570	2	5	3	6	2
645078	1	1	1	1	0
100533182	22	21	16	19	19
10427	1363	1034	908	1023	1029
693161	0	0	0	1	0
55013	528	461	349	369	356
107986302	4	1	1	1	5
839	367	300	216	237	301
81579	1736	1442	1142	1256	1250
3426	142	113	90	91	104
54433	604	530	469	447	480
10692	2	3	4	1	0
345193	2	1	1	1	0
1950	83	75	68	61	70
79071	1083	973	904	946	939
107986303	66	71	58	58	58
105377362	0	0	0	0	0
2028	0	1	0	0	1
110231149	0	0	0	0	0
105377363	0	0	1	1	0
5308	61	57	42	47	52
100126354	0	0	0	0	0
105377364	0	0	0	0	0
105377365	0	0	0	0	0
105377366	0	0	0	0	0
105377367	0	0	0	0	0
105377369	0	0	0	0	0
105377370	0	0	0	0	0
132720	516	423	341	353	403
55435	2813	2382	2046	2233	2269
92610	900	797	738	785	786
80216	2552	2184	2028	2379	2241
107986304	19	16	14	22	16
63973	2	0	0	3	2
105377372	0	0	0	1	0
55345	20	32	18	16	29
51574	1123	1009	754	833	929
109864269	137	127	101	109	111
442912	1	0	0	0	1
442896	0	0	0	0	0
407028	0	3	1	0	0
442895	0	1	1	1	1
442894	0	0	0	0	1
287	4534	4133	2822	3140	3253
102723896	0	0	1	2	1
105377373	1	0	0	0	0
100302188	0	0	0	0	0
102465878	0	0	0	0	0
105377374	73	55	70	59	55
817	2670	2326	1650	1890	1941
105377375	0	1	1	0	1
79642	405	363	219	244	262
107986305	8	7	4	3	9
105377376	0	0	0	1	0
107986235	0	0	0	0	0
105377378	0	0	0	0	0
105377379	1	1	1	2	2
105377380	0	1	0	0	0
7368	612	558	407	469	427
693162	0	0	0	0	0
105377382	0	1	0	0	4
64579	1	0	1	0	3
105377383	0	0	0	0	0
100302290	0	0	0	0	0
105377384	6	5	0	4	4
105377385	0	0	0	0	0
107986306	0	0	0	0	0
105377387	0	0	0	0	0
105377388	1	0	0	4	1
133022	117	109	61	67	73
105377389	8	2	1	3	8
105377390	9	14	7	7	9
103689918	0	0	0	0	0
102723914	0	0	0	0	0
105377391	0	0	0	0	0
9348	22	27	14	15	22
107986307	1	3	1	1	1
105377392	0	0	0	0	0
100093630	2729	1956	2098	2156	2142
677809	9	7	9	9	8
8492	167	144	125	138	123
105379403	0	0	0	0	0
645455	60	56	36	48	57
729218	332	325	260	272	332
101929741	4	5	4	6	4
57721	591	504	386	430	491
9871	3597	3252	2341	2637	2745
171024	258	214	178	183	150
105377393	0	0	0	0	0
105377394	0	0	0	0	0
102723967	0	0	0	0	0
105377395	1	0	2	0	1
51778	167	157	87	72	89
105379404	24	18	8	11	14
101929762	6	5	5	4	1
54532	4011	3360	2649	3017	2946
401152	1813	1662	1072	1337	1383
2169	0	0	0	0	0
107986193	6	5	4	2	4
401149	113	119	88	96	130
107983979	32	37	21	30	39
101926918	40	35	37	52	31
645513	123	114	85	101	85
8654	217	211	153	164	176
105377396	0	0	0	0	1
105377397	0	0	0	0	0
101927007	0	0	0	0	0
100996694	0	0	0	0	0
4085	167	144	85	84	98
11107	184	180	198	215	189
105377399	14	11	11	8	13
79625	254	240	272	311	295
105377400	0	0	0	1	0
79931	144	142	88	82	102
84109	105	79	132	167	154
107986309	3	2	6	10	4
107986310	1	1	2	1	2
105377401	1	0	5	1	2
105377402	0	0	0	1	1
308	23503	19758	16930	18750	18935
132332	0	0	0	0	0
100192379	0	0	0	0	0
5393	584	530	384	456	454
890	123	105	63	77	87
55212	1262	1046	907	1025	984
7222	16	14	6	6	14
102724158	0	0	0	0	0
112268469	372	307	278	337	356
84162	4029	3785	2763	3000	3271
132612	0	0	0	0	1
3558	0	0	0	0	0
59067	0	0	0	1	1
100996941	7	4	3	8	2
166379	494	429	338	325	340
729338	31	21	14	19	24
2247	14134	12182	10517	12300	12478
11162	1515	1334	1132	1251	1297
166378	146	126	110	118	121
105377404	2	3	1	1	0
10252	14	23	10	21	13
100189197	2	0	0	0	1
107986311	0	0	0	0	0
105377405	0	0	0	0	0
285419	0	0	1	1	0
105377407	0	0	0	0	2
105377406	4	0	0	0	1
105377408	0	0	0	1	0
101927087	7	2	8	9	7
57182	1946	1732	1403	1591	1567
79633	675	691	490	508	549
100302267	0	0	0	0	0
101927109	0	0	0	0	0
105377409	0	0	0	0	0
105377410	0	0	0	0	0
105377411	1	0	0	1	1
102724210	0	0	0	0	0
107986312	0	0	0	0	0
105377412	0	0	0	0	1
105377413	0	1	0	3	2
27152	270	249	194	273	238
83447	0	0	0	0	0
105377414	0	0	0	0	0
22824	945	805	630	727	646
10733	25	21	13	18	14
256471	704	605	502	576	584
80167	298	243	221	240	256
55132	847	716	662	719	674
10424	4346	3764	2742	3146	3217
100507487	56	45	23	27	27
101927259	1	2	1	3	0
79960	1053	850	667	698	738
132320	202	194	111	121	138
132321	303	245	185	166	185
105377416	0	0	0	0	0
105377417	0	0	0	0	0
101927282	0	0	0	0	0
107986313	0	0	0	0	0
105377418	0	0	0	0	0
105377420	0	0	0	0	0
105377422	0	0	0	0	0
105377423	0	0	0	0	0
105377424	0	1	0	0	0
101927305	0	0	0	0	1
105377425	0	0	0	0	0
105377428	0	0	0	0	0
107986236	0	0	0	0	0
104355285	0	0	0	0	0
105377431	0	0	0	0	0
105377432	0	0	0	0	0
101927359	1	6	4	4	3
57575	52	48	61	66	61
132430	1	1	2	0	0
105377434	0	0	0	0	0
105377436	0	0	0	0	0
105377438	0	0	0	0	0
105377437	0	0	0	0	0
105377439	6	2	8	12	15
100507528	0	0	0	0	0
105377441	0	0	1	0	0
729307	0	0	0	0	0
105377442	0	0	0	0	0
54510	236	219	62	85	124
105377443	1	3	2	4	1
101927414	8	11	6	6	6
107986314	0	1	0	0	0
105377444	0	0	0	0	0
105377445	0	0	0	0	0
107986315	0	0	0	0	0
105377447	0	1	0	1	0
641365	1	0	0	0	0
641364	359	316	346	379	373
23657	11229	10018	11882	13477	12860
105377446	0	0	0	0	0
100874047	0	0	0	0	0
105377448	0	0	0	0	0
25819	143	114	117	138	117
1998	424	369	267	300	318
105379412	0	1	0	1	1
84709	53	44	22	30	42
4717	963	692	567	591	621
80155	1918	1627	1288	1495	1575
105377449	15	20	23	24	20
107984036	22	12	14	19	10
83452	378	281	213	253	246
80854	6721	5908	4634	5276	5274
105377451	2	0	0	1	0
105377622	18	21	21	12	21
101927490	29	20	30	33	29
4258	18	21	15	18	18
55534	106	128	122	147	139
105377452	0	0	0	0	0
101927516	0	1	0	0	0
60592	3076	2436	1936	2116	2103
100129858	49	45	40	35	38
1047	5650	4514	4305	4880	5043
152586	0	0	0	1	0
255520	1375	1216	1034	1136	1137
7350	8	5	3	5	7
23158	2121	1848	1201	1392	1530
644962	1	1	1	1	1
57484	21	18	22	23	26
27309	1683	1381	1092	1289	1328
100507639	2	4	2	1	0
105377456	0	0	0	0	0
3600	250	230	168	156	167
8821	640	527	557	616	578
101927613	0	0	0	0	0
105377457	0	0	0	0	0
107986194	3	3	1	4	4
105377623	15	17	5	11	15
84640	945	805	684	778	794
2549	391	334	258	313	317
100423017	0	0	0	0	0
100128055	185	163	119	129	141
8467	2828	2411	1789	2024	2126
441046	0	0	0	0	0
166752	0	0	0	0	0
105377458	0	0	0	0	0
105377459	0	0	0	1	0
2996	7	6	8	5	6
101927636	1	0	1	0	0
2994	0	0	0	0	0
105377460	0	0	0	0	1
2993	0	0	0	0	0
107986317	0	0	0	0	0
105377461	0	1	0	0	0
105377462	0	1	0	0	0
646576	2	0	1	1	0
64399	1	3	0	2	1
10393	424	333	251	345	318
6059	2193	1834	1550	1814	1714
54726	1970	1760	1508	1679	1637
105377465	0	0	0	0	0
105377466	0	0	0	0	0
4086	629	496	365	452	415
101927659	0	0	0	0	1
104326058	90	82	59	64	71
285422	0	0	0	0	0
105377467	0	1	0	0	0
166785	191	171	98	104	123
646603	125	107	69	95	88
152485	419	343	293	329	326
105377468	0	0	0	2	0
105377469	0	0	0	0	0
100505545	0	0	0	0	0
105377470	0	0	1	0	0
11157	1009	773	593	664	665
345051	9	8	4	6	3
84068	249	203	172	172	186
105377472	1	1	0	0	0
102465837	0	1	0	0	0
5458	0	0	0	0	0
83894	199	142	198	235	210
105377474	0	0	0	0	0
105377473	4	2	2	3	1
105377475	0	0	0	1	1
105377476	0	0	0	0	0
100313938	0	0	0	0	0
1909	626	472	477	563	514
105377478	0	0	0	0	3
105377477	1	0	0	0	0
55751	2296	1986	1868	2129	2041
90826	845	661	587	673	630
79658	1201	984	834	879	958
100616246	0	0	0	0	0
4306	632	513	408	491	495
102724672	0	0	0	1	1
107986195	19	17	17	24	28
105377483	0	0	0	0	0
105377481	1	2	3	3	4
105377480	0	0	0	0	0
107986319	0	0	0	0	0
101927849	0	0	0	0	0
107986320	0	0	0	0	0
285423	0	0	0	0	0
105377479	0	0	0	0	0
166614	1890	1644	1403	1497	1476
987	2612	2388	1877	1982	2110
729558	0	0	0	0	0
10586	0	0	0	1	0
6189	24959	19343	16326	17680	18207
114655	0	1	0	0	0
8944	11	8	8	8	9
152503	1092	1001	796	921	918
107986196	101	37	29	42	44
105377485	0	1	2	0	2
345062	0	1	0	0	1
105377486	7	4	1	4	2
729830	173	161	109	133	140
5188	1030	889	749	775	846
107986197	5	6	2	6	8
105377488	0	0	0	0	0
102724700	0	0	0	0	0
100505685	0	0	0	1	0
100996286	1	0	1	0	0
105377490	0	0	0	0	1
105377489	0	0	0	0	0
105377492	2	0	1	1	1
55294	433	444	342	407	420
102191832	17	21	13	16	13
100422896	0	0	0	0	0
54553	54	63	42	36	38
100616193	2	3	1	1	2
201799	776	762	669	712	818
105377495	5	3	5	1	2
201798	33	19	30	30	31
27236	1332	1129	856	963	948
729870	0	1	0	0	0
85462	18	11	14	15	10
23321	5956	5154	3806	4396	4489
105377496	0	0	0	0	1
303	56	51	40	46	39
84057	34	33	24	26	34
23240	156	143	134	166	129
105377498	0	0	0	0	0
100419170	0	0	1	0	1
7097	112	100	70	76	88
285533	322	302	188	205	217
105377499	21	24	24	19	18
6423	2058	1734	1277	1427	1407
101927947	351	339	197	241	261
54798	178	145	87	128	113
5356	3175	2546	2277	2574	2526
2244	0	0	2	0	1
2243	0	0	0	0	0
2266	16	12	15	10	16
9227	0	6	0	2	0
105377500	0	0	0	0	0
166863	0	0	0	0	0
105377501	0	0	0	0	0
4887	0	0	0	0	2
107986321	3	0	1	2	0
105377502	0	0	0	0	0
79884	1961	1736	1469	1637	1648
102724776	52	48	35	46	40
105377503	0	0	0	0	0
105377505	0	0	0	0	0
105377504	0	0	0	0	0
2982	21	21	23	38	26
107984032	0	0	0	1	0
105377506	6	6	7	4	4
2983	670	568	355	431	413
51802	18	21	5	15	13
105377507	53	59	42	37	56
6999	342	285	226	259	287
1519	833	711	513	560	605
102724785	0	0	0	0	0
105377508	0	0	0	0	2
107986322	0	0	0	0	0
56034	1890	1578	1377	1521	1576
2743	422	340	338	373	333
2891	1	1	0	1	1
112268471	0	0	0	1	0
107986238	0	0	0	0	0
340017	0	0	0	0	0
105377509	0	0	0	1	0
51313	83	89	11	13	31
285505	11	10	4	1	4
101928007	0	0	0	0	0
55314	332	289	247	262	258
105377510	0	0	0	0	0
59350	0	0	0	0	0
201725	131	101	84	102	101
2110	1058	914	641	663	685
5481	1575	1277	1031	1144	1174
57600	2944	2603	1953	2020	2138
152940	0	1	1	0	0
9693	3483	3124	2678	3159	3080
100500881	0	0	0	0	0
100616303	0	0	0	0	0
107986324	2	3	1	1	0
105379457	0	0	0	0	0
109729132	0	0	0	0	0
107986239	1	1	0	0	0
105377512	1	2	0	2	0
